Teks Komentar,Stance
iyaa lagii anjy udah berjam jam nunggu 14 turun malah ketiduran,Neutral
"ini kenapa sih ka ,aku baru buka tiktok soal nya",Neutral
ini ma yg ada univ nya makin ketat buat nerima mahasiswa baru ga sih setelah kejadian ini😭😭,Neutral
"@Meccaaa: itu mrk ada grub mlchkan mahasiswa ui yg pdhal mrk juga mhsiswa disitu, mrk bilng mrka punya kuasa di kmpus itu bhkan bukan mhsiswa aja yg mrk bhs di grup itu ada dosennya juga, bnr bnr sakit dh",Advocacy
Aamiin Allahumma Aamiin 🤲,Neutral
"yess, of course, cumaa yaa agak kecewa aja sihh.. kasian korban korban nya",Supportive
"Ini pelaku ngerasa bersalah ga sihhhhhhh?!?! Itu dosa woii yg lo semua lakuin, bukannya menundukkan pandangan ke lawan jenis malah digituin. Sakittttt",Advocacy
Mungkin universiras2 lain juga ada tapi tidak di munculin,Neutral
"setau aku iya kak, aku alumni salah satu jurusan di fib. jd dikasih pilihan do atau resign. kl resign dikasih loker gitu katanya, jd kyk emang mengarahkan resign aja",Neutral
Mereka buat grup 16 org untuk apa ya?Krna mereka nu se genk apa gmn,Neutral
itu yang ngegift ngapain sih😭,Neutral
kak ini kenapa? plis jawab kak,Neutral
"salfok bgt, while holding her teazzi, you go queen😍",Neutral
tdi jam 1 kan ga kelar²,Neutral
"​@TriYulitaWijayanti udah sering, lu sendiri gimana",Neutral
padahal gntg² loh,VictimBlaming
"Gw mau crita sdikit boleh ga? Aku punya tmen tmen dri istrinya suami,rat rata mreka S1. Kebanyakan tmen suami kerja pabrik ,suamiku perintis usaha kecil tpi alhamdulillah mencukupi semuanya. Waktu itu kita bukber disalah satu resto dan disitu suami yg bayar semua krena niat suami emg mau gratisin yg penting kumpul breng tmen skolah,kejadiannya 2022. Disalah satu moment sehabis buka ada istri tmen suami yg bilang gini “Enak yah ngbrol kalo sesaama anak sarjana nyambung aja gitu,ngmongin bisnis kek gini. Beda sama org org yg kalo cuma lulusan smk. Kek suamiku nih tmennya yg lain pada ga nyambung apalagi istrinya planga plongo aja”. Seketika aku nyeletuk “Loh mba aku sama suami juga ga sarjana kami cuma lulusan smk berhasil mendirikan usaha printing kecil itu krena kami tkut gk bisa apa apa setelah jdi org tua nnti”. Dan disitu mungkin suamiku ngliat aku sedih krena diantara mreka aku yg ga kuliah krena milih nemenin suami berproses buka usaha duitnya . Dan sepulang dri sana suami ku nnya “skrg mau kuliah ga?mas kuliahin biar kamu ga direndahin lgi . Meskipun dia bilan nyambung sama kita setidaknya kalo kamu mau kuliah skrg mas sanggup biayain”. Aku ttep jawab ngga,kalo aku kuliah mas juga kuliah krena kita sama sama mengorbankan semuanya biar kita bisa pnya isaha kecil ini. Smpe skrg kami udh gada acara2 bukber lgi,bahkan suami yg hobbynya jajanin tmennya itu skrg prinsipnya “kalo mreka main ke rumah/toko baru mas jajanin mas gamau kek dlu”.😭😭♥️",Neutral
Kawal terus! Jangan sampai korban malah jadi tersangka,Advocacy
kek artis aja yakan wkwk,Neutral
Indonesia sudah rusak di smua lini...parah....,Neutral
makasi buat do'a nya ❤️,Supportive
"@Meccaaa:@icach4_111: itu mrk ada grub mlchkan mahasiswa ui yg pdhal mrk juga mhsiswa disitu, mrk bilng mrka punya kuasa di kmpus itu bhkan bukan mhsiswa aja yg mrk bhs di grup itu ada dosennya juga, bnr bnr sakit dh",Neutral
"Bagaimana ya perasaan calon mahasiswa hukum yg tdk diterima yg punya niat serius mau kuliah dan anak baik, tapi tdk diterima UI",Neutral
"6:02 ""saya belum mengumpulkan keberanian"" wtf is wrong with dis dud, otak lu mana jing? perasaan isi chat lu kayaknya kagak ada takut takutnya kenapa say sorry aja lu kagak berani?. sisi tanggung jawab nya kagak ada, lu cowo buukan? duhh emosi bgt gw nontonnya, kalau gw ada disitu udah gw gampar tu org.",Neutral
Waduh kalo sebaliknya wanita lecehin laki-laki tapi gak diproses hukum standar ganda ya?,Neutral
"ada ka, udah kesebar ko, coba cari ya",Neutral
sumpah sama😭,Neutral
Papanya masih cari keadilan🥺,Neutral
Kampus ternama! Terccemar manusia bejad moral ini! Hai orang tua biarkan hukuman menimpanya tdk usah di bela ! !!😊,Advocacy
muka g menjamin trnyata kak🥺,Neutral
Awal mula ketahuannya gmna?,Neutral
gw nyesek si dngernya,Neutral
Emng harus d basmi orang seperti itu😢,Neutral
bukan beliau ahh,Neutral
kasus maling ayam,Neutral
coba jelas kan apa ini?????😅,Neutral
Maap info loker kl gt kak😭🙏🤣,Neutral
masih pantaskah?,Neutral
Iyaa ikut sakit hatii:((,Supportive
"aku doakan sukses, Alfateha",Neutral
"Pelaku 16
yang dateng 2

14 sisanya ke mana?",Neutral
ya kakk sma kitaa,Neutral
Sekolah tinggi tinggi pada nggk punya adap  moral,Advocacy
Kepintaran tidak mesti berbanding lurus dengan moral.,Advocacy
"padahal Akseyna, jabatan bapaknya oke juga ya, masih kalah juga. apa lg kita yg gak ada apa apa😭",Neutral
backingannya kuat jadi santai aja itu,VictimBlaming
Tidak juga bapak buktinya anak saya masuk melalui jalur tes yg memang dengan belajar sungguh 2 dan kami dari keluarga yg TDK mampu hanya saja saya selaku orang tua selalu ngasih masukan yg baik2 ke anak dan saya pasrahkan keselamatan anak saya pada Allah SWT ketika jauh dari saya..,Neutral
"Waktu kuliah aku jg cuma mahasiswa kupu2. Berorganisasi itu bagus buat nambah relasi dan kegiatan sih gatau kenapa karna introvert jadi ga ikut organisasi apa2. Yg penting lulus tepat waktu, puas sama nilai dan bisa kerja banggain ortu.",Neutral
pdhal kakaknya jg korban kak🥺,Supportive
lah aku jam 11😭😭😭,Neutral
"oii jelasin dulu ini kenapa, gw ketinggalan berita nih, konteks besar nya apa sih?",Neutral
Ini guys dari x bukti chat2 mereka di grup,Neutral
Tapi saya doakan mereka berjodoh...,VictimBlaming
"Miris fakultas hukum tapi melanggar hukum. Ini harus dikasih pemecatan drop out tanpa ampun,",Advocacy
udah buka suara wakil dan ketua bem nya,Neutral
"makanya klo milih pemimpin harus yg tegas, jangan yg planga plongo....",Neutral
"Jika tidak terbongkar, mereka lah para pemain Hukum di indonesia.",Neutral
"jadikan anak mu sebagai sahabat. biar nantinya dia mau cerita apapun ke kamu tanpa takut atau sungkan. kalo cuma dijaga ketat kadang anak juga akan mambangkang, akan cari cara buat bohong.",Neutral
kak aku juga karna aku gatau berita apa' tiba' ini lewat dan banyak yg posting tentang ini,Neutral
"asli weh. Kasian juga ceweknya, seharusnya laki-laki tuh melindungi bukan membuat onar yang tidak baik, apa lagi ini udh bikin sakit hati sih.",Supportive
plis normalisasi kan dan benar kan pelecehan terhadap wanita di dunia ini,VictimBlaming
"Fakultas hukum dan dari kampus yang paling top, Pelaku nya orang orang terpandang dan orang yg punya jabatan...takut banget nanti klo dia lulus dan dapet kerjaan mereka bakal pake kekuasaan itu sesuka suka mereka",Neutral
"Segara diproses hukum, jangan cukup permintaan maaf saja",Advocacy
bntr lagi lulus ya pdhal ihhh.. knp sih aku loh pengen kuliah tp kehalang biaya.. knp kalian yg punya kesempatan itu malah kaya gini 😭,Neutral
NGOTAAKKK WOII???,Neutral
They're chopped,Neutral
"tambah 1 lagi kak harusnya, katanya di grub itu cuman lagi diskusi aja 😂😂",Neutral
Katanya kampus nomer 2 terbaik se Indonesia😅,Neutral
999o9ooo9o999999999999999999o99⁹⁹999999999,Neutral
cek profilku🥰🥰,Neutral
Kl sama yg berita2 dipesantren itu lbh najis yg mana bang?,Neutral
Dimana letak pelecehannya??,Neutral
"Membanggakan orang tuanya (nyindir).
Kuliahin anak, cuma itu yang mereka bisa!",Neutral
"disini saya minta tolong stop pendaftaran mandiri, cukup jalur PTN dan prestasi",Neutral
Fakultas hukum😮!!!?,Neutral
"banyak, banyak yg pada pingsab juga n dosen pun sampe nangis",Neutral
ini kasus nya ngapain,Neutral
Prett  gk jamin.. Yg nyolong di indomaret rata2 pake hijab,Neutral
manggil gue bgt jirr🫪,Neutral
"😌 rame uy coba yg korupsi di introgasi kek gini
kekuatannn dari dalammmm, uang lebih manis daripada madu😌",Neutral
"mungkin tips ya buat yg masih mahasiswa. kuatin moral lu dulu sebelum nyemplung ke tempat yg lu gak familiar. i mean pilih2 temen yg bener, kalo kalian gak resourceful itu tp berteman sama orang resourceful usahakan gak bandel. karena kalo ada apa2, kalian sendirian, mereka gak akan bantu.",Neutral
"Masih percaya sama polisi ladusing😂,,, ada uang beres ngk ada uang bodoamat",Neutral
Wah Salah satu dari pacar nya ini,Neutral
"Korban segitu banyak, harusnya pelaku layak di D.O",Neutral
benerrrr kakkk,Neutral
masih gk ngerti sm kasus nya,Neutral
"@LaLuce_RuiCosta10 Lu denger dari siapa pernyataan itu, anak SD ya? Tidak ada jabatan seperti itu yang dipegang oleh sebuah negara, Bro! Lagian, internet dikembangkan oleh banyak ilmuwan, terutama di AS. Tokoh yang sering dikaitkan dengan penemuan internet biasanya Vint Cerf dan Bob Kahn, bukan negara Israel. Lu pernah kuliah enggak sih? Rektor kok dipegang sebuah negara. 😂 Dan lag, ga ada kerjaan banget pake memantau segala? Nganggur ya? 
😂 Kocak anjir komen elu, keliatan ngawur banget. 😂",Neutral
"FHUI bilang gak punya kewenangan untuk DO, yg punya kewenangan pihak kampus. Nanti ada 2 sidang lagi, sidang kode etik dan sidang KS yg punya dasar untuk DO. (Cmiiw)",Neutral
"betul kak, iman & akal yg penting tuh",Neutral
"​@BayuWirgiawan-vn1xwyg kita maksud itu pejabat2nya, Bro. Klo mahasiswa itu masih banyak yg idealis. Yg demo bayaran itu pasti Termul (Ternak Mulyono), Bro, ha ha ha,",Neutral
yaelah kena juga die,Neutral
DO mahasiswa pelaku 🫵🏻 berhenti mencari tahu siapa korban 🤬,Advocacy
"Kalo sampe DO bukannya terlalu represif ya? Sepakat bahwa kasus ini parah bgt, tp untuk bentuk hukuman spt apa, itu perlu ditelaah lg kali ya",Neutral
Mereka anak pejabat?,Neutral
Busana yg disalahkan...mau promo hijab ya..,Neutral
miris bngtt,Neutral
dikidoy kena jg bang wkwk,Neutral
"mesti nya bacain chat masing"" yg mereka ketik d grup itu😏",Neutral
Sudah mahasiswa ... di UI lagi.. yg kt nya Genius Only 😢😢😢,Neutral
"​@Deus-d8dya klo ketahuan DO, klo mau mereka DO ya laporin sama bukti. Kekerasan seksual/pelecehan seksual itu ada pidananya. Bukan asal DO. Kok komen goblok gini sih? Sekolah ga?",Neutral
kakkk mereka anak UI ih jangan diragukannn,Neutral
"SAY THE NAME PELECEHAN
1. Simon Patrich Bungaran Pangaribuan
2. Muhammad Valenza Rabbani Putra Harisman
3. Irfan Khalis
4. Munif Taufik
5. Keona Ezra Pangestu
6. Dipatya Saka Wisesa
7. Muhammad Ahsan Raikel Pharrel
8. Mohammad Deyca Putratama
9. Danu Priambodo
10. Reynan Fayyaz Rizal
11. Muhammad Nasywan Azizullah
12. Muhammad Kevin Ardiansyah
13. Rafi Muhammad
14. Nadhil Zahran Fernandi
15. Anargya Hay Fausta Gitaya",Neutral
"@نادر:16 org fh ui melakukan ks kak, korban nya ga cuman mahasiswa/i tapi dosen juga terlibat.",Neutral
UI harus keras thp hal 2 gitu karena untuk percontohan,Advocacy
"Mahasiswa random.
Nggak jelas masa depan u.
Gwe do'ain, suatu saat lu nyesel karena tidak kuliah di jurusan pendidikan.
Mentang-mentang jurusannya hukum.",Neutral
"Mending di DO aja skalian, fakultas Hukum UI lho....",Advocacy
pelecehan seksual secara verbal yg di lakukan oleh 16 mahasiswa fakultas hukum ui,Neutral
lol yang bakal jadi pengacara dan jaksa kek beginian ... pantesan hukum indonesia kek 💩,Neutral
jujur semalem pengen bgt ke ui,Neutral
Gak di DO paling,Neutral
gk ada point,Neutral
Kicihin jir🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺ih tipi ginting bingit gi si,VictimBlaming
killing spree bg😁,Neutral
Jangan fitnah....!!!,Neutral
Capek2 bayar pajak eh duit nya buat MBG pas gitu nggak dimakan sama yang terima MBG,Neutral
Agama  aja ngajar kan begitu!!!?.,Neutral
"Mahasiswa....BEM itu masih kumpulan manusia juga yang bs jadi pendosa, jd jgn sungkan jika mereka bertindak nista. Mereka jg manusia yang doyan duit juga",Neutral
"mana ""fiat jastitia ruat caelum"" nya?",Neutral
"Makanya cari pemimpin tuh yg bener. Kalau pemimpinnya ancur, rakyatnya juga ancur.",Neutral
"semua nama korban di sensor kak, intinya cukup tau aja ada dosen yg jadi korban juga, kita gaperlu tau mereka dilec*hin kaya gimana",Neutral
"hiii, tolong jaga diri baik2 yaaa, karena yang bisa diandalkan cuma kamu sendiri sekarang 🩷",Neutral
gada yg ganteng plis,Neutral
Bikin malu sebuah perguruan tinggi bergengsi tindakan para pelaku tidak bermoral,Neutral
AAAAHHHHH🥰🥰🥰 LANJUTKAN QUEEENNNNN😭😭😭,Neutral
Astaghfirullah...,Neutral
ini sudah sekitar sebulan yang lalu,Neutral
"Alhamdulillah Doa saya di kabulkan sama Tuhan, bagaimana rasanya menjadi orang tua yg ingin memasukan anak ke UI tapi gagal karena kalah sama yg berduit. Dengan adanya kasus ini saya sangat Bahagia",Neutral
Astagfirulloh hal sudah lama ditutup rapat sekarang meledak memalukan mengerikan,Neutral
Kenapa tuh kan yg di IPB ?,Neutral
"Luarbiasa hebat, ternyata oh ternyata....begitu toh....",Neutral
sama gue juga kasusnya apaan,Neutral
"jam dua kak, ini sidang mulai dri jam 7 malam",Neutral
"masa si kak, blunder tuh dia😂",Neutral
pada di DO ga,Neutral
Speechless bgt sama ketikan wibu ini..,Neutral
"jam 11 malam aja blm kelar"",",Neutral
"kak, sama aja sih mereka sm orang tuanya WKWKWK",Neutral
"sedih bgt, peluk jauh untuk semua perempuan🫂",Supportive
Aduuuh gila juga,Neutral
Sidang lanjutannya gimana? Di D.O ga nih pada?,Neutral
merindingg😭💔,Neutral
"iya betull, di x sama si IG viral, banyk yang repost balesan story instagram, jd di mana mana udh tau",Neutral
INII KENAPA WOII AK KETINGGALAN 🥰🥰,Neutral
​@udaramalam7348betul banget,Neutral
"Di zoom muka nya tuh 2 biji kemeja putih ! Anak siapa nihh ,hayoooo wkkkk..",Neutral
jangan menilai dari tampilan,Neutral
"pdhl kaya orang"" baik bgt",Neutral
"kalau aku si tetep fh ugm atau unair
tapi gak menutup realita anak fh UI best sih",Neutral
"MANTAP GENERASI PENERUS PROFESI HUKUM HAHAHAHA, MAKIN ASYIK AJA HUKUM DI INDON..",Neutral
Hancur sudah kau 😂,Neutral
kakkk kenapa sihh ceritain dong😭,Neutral
Ini mah dilaporin juga gk guna,Neutral
salut sama kaka ini😭,Neutral
"spt nya, kalo kasusnya menyebarkan isi chat untuk membongkar kejahatan manusia, UU ITE gak berlaku. kalo gak disebarin ya ga kebongkar lah kebusukan mereka",Neutral
"Gara2 Si ADE ARMANDO,Rusak semua Mahasiwa UI😅",Neutral
Bejat!!!!!!!,Neutral
cocok Hukuman Nya Di DO Biar Ngefek,Neutral
kerajaan? 😭,Neutral
arti nya apa GK ngrti,Neutral
malu woy malu.,Neutral
Sungguh miris dunia pendidikan konoha udah mah sistemnya bobrok ditambah lgi banyam oknum pelajar dan dosen didalamnya parah...🥱,Advocacy
"pasti bpknya KORUPTOR, makanya kena KARMA.",Neutral
loh milea ngajar di ui tah,Neutral
"justru ini yang bikin ui kelas atas. emang ada kampus lain yang berani bikin forum terbuka, nampilin pelaku pelakunya untuk disidang sekampus dan disiarkan live pula? sorry to say tapi kebanyakan kampus malah nutup nutupin kak kalo ada kasus begini",Neutral
"Bgitulah kelakuan org selagi punya wewenang, tapi sayang alumnus ui tidak nampak yg mempermasalahkan ijazah jkwi, salut buat alumnus ugm yg mau berjuang bongkar ijazah palsu jkwi.",Neutral
Ngeri klo pelaku jdi pejabat,Neutral
Hukum + UI 😂,Neutral
kami sudah memaafkan mereka,Neutral
bukannya normalnya gitu?,Neutral
"Ka aku pernah merasakan dr korban. Meskipun itu hanya ada di dalam grup chat. Tp jujur aku sangat amat insecure. Bahkan krn tau pernah dibahas di dalam kelompok itu, aku jd ga merasa nyaman berteman dengan laki2. Karna takut diperlakukan sama meskipun mungkin mereka gaakan lakuin kaya yg lain. Jujur kebawanya smpe lama. Alhamdulillah skrg udh nikah sih. Jd ga mikirin apa ya yg mereka pikirin tntg aku.",Neutral
Pelecehan seksual di grup kak jadi ngomongin cewek dan dosen di hukum UI,Neutral
bner kaa...,Neutral
"yaelah maafin saja namanya juga manusia tidak luput dari kesalahan kita ini manusia bukan nabi boy, jdi selesaikan Dengan maaf😁🙏🏻😅😄",VictimBlaming
Kek gk tau cewek² indo aja bro wkw,Neutral
Ngacengan emang bikin repot,Neutral
sumpah bener gua bacanya jijik banget masa ibu sendiri diomongin,Neutral
muka baik gak menjamin dengan kelakuannya,Neutral
coba kak search Ui,Neutral
ngakak detik ke 26😭😭,Neutral
semua perempuan berhak ngerasa aman🥺,Supportive
"iyap, bedanya binatang sama manusia ya gitu",Neutral
mereka chat tentang pelecehan,Neutral
Gorengan anget,Neutral
Downfall itu kehancuran,Neutral
"iya, soalnya template semua kata""nya",Neutral
"Sebenarnya saya nggak paham apa yg mereka omongin, menggunakan istilah2 yg mungkin hanya di pahami oleh mereka. 
Dan saya juga minta kepada pihak korban, sebaiknya membentengi diri dengan menggunakan busana yg tertutup dan juga sopan.",Neutral
korbanya banyak dosen aja klo gk salah ada 6 dosen yg korban,Neutral
"Kakkkkk aku aja lewat udah kelewatan gak lanjut, plus ngantuk 😭",Neutral
Bagus sich sekecil apapun  langsung diproses demi marwah kampus.,Neutral
Merasa bangga saat di pajang 😂😂😂,Neutral
Ya harga diri nya jatuh,Neutral
Yang salah dosennya tidak mendidik mahasiswa nya.,Neutral
Klo demooo gaya nya minta ampun...hruhhh,Neutral
kenapa nih selalu ketinggalan britanya padahal 24 jam scroll tiktok😌,Neutral
yaallah 23 fokus noh bentar lg skripsi anjengggggg pls DO AJA,Neutral
larangan live jir?,Neutral
"@ahmadrohman-z9ryang siswi juga dong harusnya jangan siswa aja, ada juga kok hanya tidak terdeteksi saja 🫢🤣🗿",Neutral
Sistem nya kayak pejabat hukum di negara ini,Neutral
"Jalur duit lah...wong quota jalur prestasi cuma 20%, yg diterima yg miskin sekalian di jemput sama Rektor buat pencitraan seolah olah baik",Neutral
"Bahaya pornografi jauh lebih parah dari narkoba. Merusak bagian otak pengambil keputusan manusia yg bijaksana. Kasus sprt ini bukan main-main, ini warning bhw masa depan bangsa akan rusak jika tdk ada perubahan yg radikal. Akar masalah Kekerasan Seksual apa saja? Apakah efektif hanya menghukum mhs nya? Pornografi dan pornoaksi aksi makin hari makin beredar bebas di dunia maya. Jika ini terus menerus yg ditonton, didengar, dan didukung klp sebaya maka sebaik apapun ortu / lembaga pendidikan mendidik akan sangat berat bahkan bisa sia - sia. DIMANA PERAN PEMERINTAH DALAM MENJAGA MORAL BANGSA?! PEMERINTAH PUNYA INSTRUMEN UTK MENTAKEDOWN TAPI KENAPA KONTEN2/ IKLAN YG MERUSAK MASA DEPAN BANGSA SEOLAH DIBIARKAN?! ARUS INFORMASI PORNOGRAFI ITU LEBIH DERAS DARI KEMAMPUAN MEMBLOKIR SECARA PRIBADI. 
Keresahan ini sdh sejak lama disuarakan Bu Eli Risman (Psikolog sekaligus praktisi) di DPR-RI tp jujur sbg emak2 sy blm melihat tindakan tegas penghapusan/ pembatasan tsb secara masif oleh pemerintah.",Neutral
"Hancur nama univerdotas besar Ugm hancur ijazaj jokowi ,ui hancur pelecehan mana nih wowo givran dpr",Neutral
"kalau dibilang “kenapa disebut kekerasan seksual?”, sebenarnya sekarang definisinya memang ga cuma soal fisik. di Undang-Undang Tindak Pidana Kekerasan Seksual (UU TPKS), yang termasuk itu juga bisa berupa pelecehan verbal atau digital, apalagi kalau isinya merendahkan, mengobjektifikasi, atau ngomongin tubuh/hal seksual tanpa consent. jadi meskipun lewat chat, tetap bisa masuk kategori pelecehan dan “cuma bercanda di grup private” private itu bukan berarti bebas dari konsekuensi dan semaunya sendiri, apalagi kalau yang dibahas itu orang lain yang ga ikut di situ dan dijadiin objek. candaan tetap ada batasnya, dan kalau udah melewati batas sampai merendahkan atau bikin orang lain ga nyaman, itu bukan sekadar jokes lagi. soal yang nyebarin chat, itu mungkin juga bisa diperdebatkan secara hukum tapi itu ranah yang beda. yang jelas ga otomatis membenarkan hal lainnya. kalau ada dugaan pelecehan, fokus utamanya tetap ke pelaku KS dulu.",Neutral
IPB baru ada juga,Neutral
g*la fak hukum tapi melanggar hukum...smg dapat hukuman setimpal,Neutral
selesai sampe jam 3,Neutral
"boleh jelasin hk, itu kenapa?",Neutral
enak ga banyak fans?,Neutral
LEBIH BAIK NONTON PERANG AS DAN IRAN INDONESIA BERITANYA GINI² TERUS MEMBOSANKAN DAN MEMUAKKAN.,Neutral
"Diajari cekokin agama dari dini , sekolah di universitas bergengsi tapi lupa gk diajarkan norma dan Adab itulah Indonesia",Neutral
"‘. Mahasewa kayak gini sok ngajarin pemerintah 🤡🤣🤣 teriak teriak keadilan 🤡🤣🤣PRET.,-",Neutral
biasanya cuci tangan bersih biar ga kenak,Neutral
yg pake batik,Neutral
"jadi mereka 16 orang laki laki mahasiswa semester 6 dari FAKULTAS HUKUM UI, ada chat ber edar yang isinya chat pelecehan terhadap perempuan, ga sekali atau dua kali tp udah sering, bahkan korban nya dari mahasiswa sampai dosen. yang nyebar pun sbnrnya diantara 16 orang itu, sbnrnya ak masi kurang paham alesan yg nyebar apa. tp intinya gtu kak.",Neutral
DO DO DO DO DO DO DO,Neutral
itu mrka kira” beneran di do ga ya😭,Neutral
Itulah yg dibilang ADAB lebih tinggi Dari pada ILMU,Neutral
Kebangetan nhe kalau sampai gx di DO,Neutral
serius nanya gua ga ngerti ada apa,Neutral
Iyah sumpahhh kayak jatuh banget harga diri cewek,Neutral
"ini kenapa dah, gw ketinggalan berita",Neutral
"cowok² itu mahasiswa hukum ui kak mereka melakukan pelecehan dan ada bukti chat nya itu "" setau aku",Neutral
di kantor tempat gua kerja dh rame tuh,Neutral
"tergantung konteksnya ya kakak.. jika berita yg disebarkan adalah fakta dng tujuan baik, bukan fitnah, dan untuk mencari keadilan, secara umum itu tdk melanggar uu ite.",Neutral
Wkwk tapi ada emot batunya yg bikin bingung 🙂,Neutral
ipb bogor?,Neutral
Indonesia gelap 😂😂😂,Neutral
bener bgtt 🫂,Neutral
Usut tuntas itu dunia pendidikan yg sdh rusak moral generasi banfsa . Zamanakgir ini moral bangsa ini semakin bobrok,Advocacy
Mahasiswi dan dosen perempuan,Neutral
ada apa dgn UI??😮😮😮,Neutral
Indonesia gk perang tapi anak ui yang bikin masalah,Neutral
"16 orang bikin grup tapi isinya pelecehan seksual secara verbal.. baik dosen , mahasiswi sana, saudara , bahkan ibu di antara mereka kena juga",Neutral
"sumpah tp live semalem sus bgt, sinyal tiba"" lag
ga cuma 1 live, tp live anak lain yg berada disana juga lag",Neutral
"Mukanya pelaku di perlihatkan dong satu persatu,,,,udah ga ada moralnya, ga ingat bahwa ibunya perempuan",Neutral
kita pelukan girlss sakit hati bgt gua baca chtnyaa 😭,Neutral
silahkan laporkan ke pihak universitas semua jangan kasih kerja,Neutral
"ui bukan nya dari dulu bnyk kasus ya?cm gegara ketutup sama top ptn nya doang, berita di ui jg cepet tenggelem",Neutral
"​@pierre0000kasusnya apaan sih bro?? 
gw nggak ngerti dah..",Neutral
merinding cuy 😭,Neutral
"Cmiiw, jalur jabatan orang tua",Neutral
Mereka banyak yg anaknya atau masih saudara petinggi dari UI itu sendiri dan ada yg anaknya petinggi pejabat negri ini,Neutral
"verbal kak, soalnya pelecehan di grup chat gitu",Neutral
kak dikidoy juga sama aja @Man of Coolture ❤️‍🔥,Neutral
"iya mreka 1 grup chat, korbannya bnyak, tmn cewek cowok bahkan dosen mreka sndiri",Neutral
​@tehenak-p1g punya power tp punya anak tak beradab.. apavitu jg kebanggaan ortunya? astaghfirullah,Neutral
Ini lebih karena Indonesia ga punya filter konten porno kak,Neutral
Yang komen padahal ganteng apaan banget sih???,Neutral
"Sisir juga di Universitas Negeri yang lain, barangkali ada juga kasus serupa.",Neutral
"Mereka ngomongin perkaos perkaos terus foto mahasiswi sama dosen buat dijadiin objek fantasi sampe buat grup. Lu mau Jaksa atau hakim kayak gini? Kalo emak lu diperkaos terus Jaksa dan hakim nya kayak gini yaa pasti pro ke pelaku. Sama aja kasus nya sama calon dokter pembully, lu mau dijaga sama dokter kagak ada akhlak?",Neutral
ini kenapaa woiii tolong jelasin samaa guee,Neutral
hahahaha tidur kak bsok lanjut mulung,Neutral
Ya proses hukum lah.,Neutral
"Mahasiswa Hukum tapi melanggar hukum, sebagai seorang ibu yg punya anak mahasiswi sangat marah melihat hal ini .. kalian para pelaku sudah mempermalukan orang tua kalian, mempermalukan agama kalian dan mempermalukan Almamater kalian.",Neutral
lah ortu nya pun malah ngebela anaknya kak,Neutral
"@sen:mereka ngelakuin pelecehan ke cewek cewek disana mau temen, mau dosen, bakan anggota keluarga jg ada yg kena, pas conference yang berani turun minta maaf cuman 2 sisanya ga dibolehin ortu katanya (padahal udh dewasa tapi ortunya masih campur tangan) 14 sisanya baru muncul akhir akhir",Neutral
DOWN GRADE sangat Memalukan sekali 😂😂😂,Neutral
Biar Ngefek DO,Neutral
Medsos yg mengerikan hancur masa depan,Neutral
"jadi di fhui lagi rame kasus ks kak (kekerasan seksual), jadi ada grup chat isi chat nya itu pelecehan semua, dan denger denger juga, keluarga pelaku itu keluarga yang punya privilege, korbannya banyak banget, bahkan ada dosen juga yang jadi korban",Neutral
"gausa di puji, masih sanggup lu bilang orang begitu cakep?",Neutral
Ini Andovi ges bukan mas herdi,Neutral
ganteng ganteng sifat nya.....,Neutral
"baru juga buka tiktok udah kepo , jelasin dong.",Neutral
jlk amt selera lu😂😂,Neutral
"Hah? Itu pinter2nya jaga diri buk, organisasi itu melatih problem solving lho,",Neutral
Llu jaga marwah sebaiknya keluarkan,Neutral
Keluar kan dari kampus,Neutral
"sepahaman aku, kalau korban “dilecehkan” dan dari korban diam atau ga ada reaksi, itu artinya korban fine atau setuju untuk dilecehkan kak",Neutral
tua banget,Neutral
pliss ini knpa gatau serius,Neutral
Terus ini nanti puncaknya apa atau goalsnya apa yah ??,Neutral
"mikirnya tuh harusnya dengan ini lu harus masuk ui, universitas mana yang memperjuangkan hak lu macem gini selain ui? ya mungkin ada tapi ini ui lagi ngasih liat bukti nyatanya ke lu kalo hak perempuan diperjuangkan. lalu apakah lu yakin dengan memilih univ selain ui bakalan nyelametin lu dari hal hal begini? 🤣🤣",Neutral
kronologi guys,Neutral
Penyiraman air keras... hilang..,Neutral
itu di DO engga min,Neutral
gajelas komen lu ga guna,Neutral
Yaelah kedokteran yg spp nya sampe 50jt ++++ jg udh dr lama dirasa jd ladang bisnis tp gada yg speak up,Neutral
"Ancuuuur2 moral anak muda,berikut ANCURNYA MORAL POLHUKAM...sedih para pejuang yg merdekakan bangsa ini",Neutral
"Ngga ada moral semuanya, ngga pernah bersyukur",Neutral
kalo ga ketauan mana mau minta maaf wkwk,Neutral
Seneng lihat ekspresi cowok” yg pro sama korban.ternyata masih ada laki” yg fikirannya normal 🥺,Neutral
Ini kenapa si woiii ketinggalan iii😭🙏🏻,Neutral
"ke dosen, temen, pacar, kakak nya sendiri, nyokap nya sendiri.",Neutral
sayang gabisa disitu,Neutral
kok oknum dosen ? Laaaaahh kamu paham gak ini kasus apaan ?,Neutral
banyak tempat kuliah lain selain UI jeng,Neutral
jumpq fans kah ini?,Neutral
